timestamp_s,laser_power_w,T1_cut_zone_c,Fx_n,Fy_n,Fz_n
2.665,600,565.0,335.72,183.03,486.18
2.675,600,565.0,332.35,184.43,482.02
2.685,600,565.0,341.4,183.26,490.55
2.695,600,565.0,328.91,177.31,480.14
2.705,600,565.0,326.42,178.8,477.71
2.715,600,565.0,326.57,179.57,474.38
2.725,600,565.0,330.69,180.11,479.15
2.735,600,565.0,331.05,175.01,483.61
2.745,600,565.0,331.6,184.64,476.51
2.756,600,565.0,324.52,178.69,473.2
2.766,600,565.0,333.01,178.06,478.05
2.776,600,565.0,338.49,177.87,487.08
2.786,600,565.0,336.67,179.78,483.48
2.796,600,565.0,331.54,179.8,480.17
2.806,600,565.0,329.5,180.96,478.63
2.816,600,565.0,326.01,177.94,479.34
2.826,600,565.0,323.14,186.32,482.82
2.836,600,565.0,334.2,181.64,489.3
2.846,600,565.0,329.0,180.53,482.38
2.856,600,565.0,335.19,181.65,477.78
2.866,600,565.0,330.78,174.96,475.01
2.876,600,565.0,333.54,185.33,495.38
2.886,600,565.0,338.5,181.11,494.39
2.896,600,565.0,332.79,178.17,477.15
2.906,600,565.0,330.83,176.06,485.93
2.916,600,565.0,329.9,179.75,484.19
2.926,600,565.0,329.92,184.29,483.25
2.936,600,565.0,327.21,178.84,479.94
2.946,600,565.0,326.37,178.06,487.03
2.956,600,565.0,328.95,179.52,487.55
2.966,600,565.0,326.72,179.42,468.06
2.976,600,565.0,331.13,180.31,481.27
2.986,600,565.0,332.97,182.73,488.5
2.996,600,565.0,329.4,184.16,473.06
3.006,600,565.0,330.26,177.63,482.0
3.016,600,565.0,334.67,178.93,485.08
3.026,600,565.0,336.33,185.41,489.78
3.036,600,565.0,330.28,185.48,485.95
3.046,600,565.0,339.59,181.24,493.82
3.056,600,565.0,338.83,182.23,486.81
3.066,600,565.0,333.17,185.78,488.39
3.076,600,565.0,327.77,177.87,479.82
3.086,600,565.0,328.62,178.75,479.44
3.096,600,565.0,329.91,183.76,484.23
3.106,600,565.0,329.99,185.01,485.05
3.116,600,565.0,329.54,184.56,481.85
3.126,600,565.0,335.14,187.56,489.0
3.136,600,565.0,323.62,172.61,469.51
3.146,600,565.0,333.81,176.01,475.3
3.156,600,565.0,339.34,183.67,483.69
3.166,600,565.0,341.33,181.07,484.33
3.176,600,565.0,329.57,178.85,472.74
3.186,600,565.0,331.38,175.86,478.56
3.196,600,565.0,336.56,176.93,487.92
3.206,600,565.0,321.12,179.34,470.93
3.216,600,565.0,333.66,181.64,479.5
3.226,600,565.0,333.97,184.49,488.92
3.236,600,565.0,332.29,178.14,476.36
3.246,600,565.0,330.42,179.34,483.46
3.257,600,565.0,330.04,181.44,476.29
3.267,600,565.0,331.12,179.64,481.23
3.277,600,565.0,329.42,179.54,481.56
3.287,600,565.0,329.37,180.95,485.35
3.297,600,565.0,326.55,182.35,480.09
3.307,600,565.0,324.32,180.46,479.45
3.317,600,565.0,327.3,179.44,477.19
3.327,600,565.0,330.45,178.92,481.03
3.337,600,565.0,333.33,180.81,481.36
3.347,600,565.0,333.97,179.62,483.11
3.357,600,565.0,336.68,180.66,489.7
3.367,600,565.0,329.69,173.17,473.66
3.377,600,565.0,328.96,183.77,488.33
3.387,600,565.0,322.15,174.94,465.29
3.397,600,565.0,331.72,182.63,488.27
3.407,600,565.0,328.0,185.05,485.76
3.417,600,565.0,336.57,185.63,493.84
3.427,600,565.0,328.63,184.56,479.67
3.437,600,565.0,332.89,181.03,487.43
3.447,600,565.0,329.52,185.86,481.35
3.457,600,565.0,330.37,179.89,482.78
3.467,600,565.0,331.81,181.39,481.97
3.477,600,565.0,336.56,180.82,485.98
3.487,600,565.0,334.48,182.83,482.37
3.497,600,565.0,330.01,181.38,476.54
3.507,600,565.0,326.45,178.99,474.59
3.517,600,565.0,327.05,181.23,473.27
3.527,600,565.0,328.81,180.53,481.67
3.537,600,565.0,324.26,177.22,471.49
3.547,600,565.0,336.07,183.48,489.6
3.557,600,565.0,326.19,175.42,477.41
3.567,600,565.0,336.49,181.36,481.88
3.577,600,565.0,328.06,174.15,480.25
3.587,600,565.0,328.09,176.33,479.39
3.597,600,565.0,328.2,177.91,475.26
3.607,600,565.0,326.6,180.17,473.24
3.617,600,565.0,330.69,181.71,477.07
3.627,600,565.0,343.45,189.87,495.35
3.637,600,565.0,329.16,180.39,483.19
3.647,600,565.0,331.55,179.16,487.91
3.657,600,565.0,333.95,180.96,479.83
3.667,600,565.0,323.44,183.31,482.68
3.677,600,565.0,333.94,188.46,490.36
3.687,600,565.0,319.86,178.06,468.72
3.697,600,565.0,329.75,179.23,484.84
3.707,600,565.0,334.53,182.14,492.69
3.717,600,565.0,333.01,184.48,485.16
3.727,600,565.0,329.93,175.99,474.73
3.737,600,565.0,328.38,170.06,477.06
3.747,600,565.0,321.46,175.04,473.09
3.758,600,565.0,327.46,178.64,481.78
3.768,600,565.0,335.09,181.99,485.41
3.778,600,565.0,333.39,181.8,489.59
3.788,600,565.0,329.7,185.61,490.62
3.798,600,565.0,325.87,178.69,481.8
3.808,600,565.0,327.89,180.14,484.5
3.818,600,565.0,327.97,178.0,474.14
3.828,600,565.0,328.83,181.94,476.88
3.838,600,565.0,324.9,175.38,476.35
3.848,600,565.0,324.16,181.14,478.05
3.858,600,565.0,332.44,183.84,479.07
3.868,600,565.0,332.93,181.64,483.66
3.878,600,565.0,329.75,179.59,480.76
3.888,600,565.0,332.55,188.93,491.38
3.898,600,565.0,326.51,178.29,478.96
3.908,600,565.0,332.54,175.4,475.26
3.918,600,565.0,324.95,175.89,476.28
3.928,600,565.0,327.95,177.11,471.99
3.938,600,565.0,335.35,184.8,483.09
3.948,600,565.0,330.9,178.05,477.69
3.958,600,565.0,334.25,179.16,479.76
3.968,600,565.0,326.12,182.86,483.87
3.978,600,565.0,336.92,180.7,485.95
3.988,600,565.0,328.52,185.15,473.62
3.998,600,565.0,337.0,178.42,490.57
4.008,600,565.0,328.2,180.43,480.61
4.018,600,565.0,332.59,179.85,477.8
4.028,600,565.0,332.81,177.14,480.45
4.038,600,565.0,333.57,180.0,482.77
4.048,600,565.0,325.31,184.5,477.69
4.058,600,565.0,326.81,178.41,479.18
4.068,600,565.0,335.39,187.35,485.73
4.078,600,565.0,335.43,182.11,486.42
4.088,600,565.0,331.35,181.01,476.72
4.098,600,565.0,332.14,176.55,481.63
4.108,600,565.0,341.45,181.86,489.71
4.118,600,565.0,328.01,177.69,482.52
4.128,600,565.0,339.06,181.81,488.06
4.138,600,565.0,324.08,184.17,486.49
4.148,600,565.0,320.67,176.19,470.16
4.158,600,565.0,337.83,180.68,488.26
4.168,600,565.0,327.75,180.01,479.68
4.178,600,565.0,334.43,179.94,478.16
4.188,600,565.0,331.45,182.8,477.44
4.198,600,565.0,324.05,175.98,471.84
4.208,600,565.0,330.39,182.91,476.51
4.218,600,565.0,335.39,178.67,482.04
4.228,600,565.0,334.22,177.79,475.11
4.238,600,565.0,337.52,181.52,489.12
4.248,600,565.0,334.93,182.95,489.77
4.259,600,565.0,331.83,181.48,490.27
4.269,600,565.0,337.42,179.53,487.43
4.279,600,565.0,331.72,180.99,480.59
4.289,600,565.0,330.79,181.38,479.85
4.299,600,565.0,329.09,177.59,477.72
4.309,600,565.0,332.97,181.59,474.72
4.319,600,565.0,332.4,180.82,483.93
4.329,600,565.0,336.96,185.35,489.84
4.339,600,565.0,331.16,185.65,480.56
4.349,600,565.0,330.69,180.4,489.07
4.359,600,565.0,332.17,181.4,478.09
4.369,600,565.0,335.3,182.41,483.09
4.379,600,565.0,332.82,181.98,486.76
4.389,600,565.0,331.51,181.38,481.84
4.399,600,565.0,335.62,179.49,480.86
4.409,600,565.0,320.17,180.39,476.94
4.419,600,565.0,331.4,180.9,486.55
4.429,600,565.0,340.17,183.57,490.59
4.439,600,565.0,328.71,182.18,479.7
4.449,600,565.0,333.34,181.6,479.77
4.459,600,565.0,332.38,178.57,476.01
4.469,600,565.0,328.5,179.44,479.95
4.479,600,565.0,328.7,182.55,481.28
4.489,600,565.0,334.14,181.02,486.57
4.499,600,565.0,322.8,180.3,472.86
4.509,600,565.0,325.41,180.53,474.44
4.519,600,565.0,335.25,177.32,485.24
4.529,600,565.0,328.99,180.1,474.8
4.539,600,565.0,329.86,177.38,481.82
4.549,600,565.0,329.5,173.39,478.91
4.559,600,565.0,329.37,182.45,477.45
4.569,600,565.0,316.59,176.09,466.48
4.579,600,565.0,329.75,177.53,478.05
4.589,600,565.0,332.25,182.19,481.51
4.599,600,565.0,331.6,185.51,485.0
4.609,600,565.0,327.81,179.17,479.8
4.619,600,565.0,335.77,177.86,480.99
4.629,600,565.0,327.8,180.37,476.84
4.639,600,565.0,327.88,178.53,477.04
4.649,600,565.0,334.43,183.03,481.94
4.659,600,565.0,327.3,177.37,478.5
4.669,600,565.0,329.05,180.41,482.11
4.679,600,565.0,327.5,180.52,478.05
4.689,600,565.0,324.28,180.53,473.67
4.699,600,565.0,328.7,185.94,479.38
4.709,600,565.0,338.41,187.43,492.76
4.719,600,565.0,331.29,188.32,482.01
4.729,600,565.0,327.23,180.58,483.44
4.739,600,565.0,328.74,178.24,476.62
4.749,600,565.0,335.16,179.23,478.75
4.76,600,565.0,328.91,179.79,480.66
4.77,600,565.0,340.23,180.33,491.95
4.78,600,565.0,330.14,183.85,487.26
4.79,600,565.0,328.91,185.31,482.38
4.8,600,565.0,321.09,173.08,466.07
4.81,600,565.0,329.55,179.3,487.48
4.82,600,565.0,325.79,179.12,469.05
4.83,600,565.0,323.6,180.72,472.36
4.84,600,565.0,328.62,177.43,484.45
4.85,600,565.0,329.19,178.66,485.37
4.86,600,565.0,323.95,175.34,477.01
4.87,600,565.0,326.99,180.12,471.96
4.88,600,565.0,327.73,181.33,476.4
4.89,600,565.0,335.5,187.5,493.16
4.9,600,565.0,328.26,176.92,478.83
4.91,600,565.0,332.35,180.17,483.51
4.92,600,565.0,337.09,183.83,484.62
4.93,600,565.0,330.31,178.17,476.4
4.94,600,565.0,335.14,183.25,485.33
4.95,600,565.0,333.69,181.44,477.59
4.96,600,565.0,330.36,179.94,481.24
4.97,600,565.0,329.19,182.23,478.98
4.98,600,565.0,327.87,178.74,487.3
4.99,600,565.0,335.15,184.2,487.04
5.0,600,565.0,331.29,180.59,471.76
0.0,800,745.0,291.09,156.35,423.29
0.01,800,745.0,289.04,157.49,425.23
0.02,800,745.0,295.83,158.4,428.61
0.03,800,745.0,292.8,153.74,425.16
0.04,800,745.0,291.35,160.66,422.47
0.05,800,745.0,300.44,165.63,435.18
0.06,800,745.0,292.12,159.9,431.66
0.07,800,745.0,292.87,159.81,428.68
0.08,800,745.0,293.72,162.23,432.8
0.09,800,745.0,293.0,161.1,429.45
0.1,800,745.0,285.7,157.69,416.38
0.11,800,745.0,292.79,160.44,426.18
0.12,800,745.0,298.16,157.75,427.22
0.13,800,745.0,295.2,157.86,428.39
0.14,800,745.0,284.64,152.27,424.7
0.15,800,745.0,293.45,158.21,428.48
0.16,800,745.0,293.41,164.33,437.2
0.17,800,745.0,287.16,156.76,419.64
0.18,800,745.0,296.52,160.04,432.12
0.19,800,745.0,296.08,159.67,434.76
0.2,800,745.0,302.81,164.93,434.09
0.21,800,745.0,297.64,163.09,430.79
0.22,800,745.0,299.27,158.52,433.88
0.23,800,745.0,291.39,158.34,424.73
0.24,800,745.0,291.63,158.19,424.34
0.251,800,745.0,291.27,156.58,422.65
0.261,800,745.0,295.18,161.9,424.34
0.271,800,745.0,294.28,158.37,425.62
0.281,800,745.0,298.61,162.46,431.3
0.291,800,745.0,300.15,161.07,431.67
0.301,800,745.0,305.04,165.77,437.97
0.311,800,745.0,295.05,158.05,418.75
0.321,800,745.0,289.84,159.65,424.16
0.331,800,745.0,299.87,162.68,430.53
0.341,800,745.0,297.97,157.02,425.57
0.351,800,745.0,289.47,160.94,424.64
0.361,800,745.0,292.89,158.74,425.01
0.371,800,745.0,292.83,157.67,429.19
0.381,800,745.0,294.25,159.69,423.99
0.391,800,745.0,296.21,158.52,426.01
0.401,800,745.0,295.45,160.62,428.04
0.411,800,745.0,296.39,159.53,431.77
0.421,800,745.0,291.52,164.04,427.91
0.431,800,745.0,297.18,163.58,430.27
0.441,800,745.0,294.76,161.97,433.63
0.451,800,745.0,291.51,157.63,429.91
0.461,800,745.0,296.54,161.67,427.72
0.471,800,745.0,299.01,161.82,438.23
0.481,800,745.0,286.64,157.09,425.67
0.491,800,745.0,293.17,162.34,427.74
0.501,800,745.0,299.03,161.78,433.41
0.511,800,745.0,299.58,164.28,430.02
0.521,800,745.0,300.92,165.25,434.92
0.531,800,745.0,290.58,161.81,427.72
0.541,800,745.0,288.44,153.51,419.3
0.551,800,745.0,295.33,163.5,435.53
0.561,800,745.0,290.49,159.31,423.04
0.571,800,745.0,301.39,164.48,431.17
0.581,800,745.0,304.45,160.28,434.02
0.591,800,745.0,295.53,162.62,431.8
0.601,800,745.0,297.84,162.82,439.42
0.611,800,745.0,297.43,159.93,433.98
0.621,800,745.0,296.37,158.57,428.39
0.631,800,745.0,293.3,160.87,429.3
0.641,800,745.0,290.77,155.37,423.24
0.651,800,745.0,293.36,160.03,428.24
0.661,800,745.0,289.87,160.79,427.96
0.671,800,745.0,301.05,152.97,421.19
0.681,800,745.0,291.44,157.43,426.68
0.691,800,745.0,299.39,163.17,437.51
0.701,800,745.0,289.7,158.56,421.17
0.711,800,745.0,293.63,158.82,424.7
0.721,800,745.0,290.54,160.06,425.11
0.731,800,745.0,290.14,159.38,428.27
0.741,800,745.0,294.39,159.48,430.77
0.752,800,745.0,293.28,161.23,427.35
0.762,800,745.0,297.04,161.94,429.3
0.772,800,745.0,295.56,158.86,423.97
0.782,800,745.0,286.88,158.63,419.42
0.792,800,745.0,290.29,159.7,425.35
0.802,800,745.0,300.78,166.93,434.21
0.812,800,745.0,291.66,162.79,419.43
0.822,800,745.0,298.06,163.16,433.87
0.832,800,745.0,291.34,154.98,425.96
0.842,800,745.0,296.63,160.64,429.8
0.852,800,745.0,303.63,163.77,438.37
0.862,800,745.0,297.84,159.25,431.03
0.872,800,745.0,288.48,162.47,428.36
0.882,800,745.0,291.62,159.91,430.67
0.892,800,745.0,292.22,160.35,429.65
0.902,800,745.0,290.97,154.79,420.85
0.912,800,745.0,295.01,157.46,423.99
0.922,800,745.0,291.35,158.92,425.24
0.932,800,745.0,298.07,167.04,435.75
0.942,800,745.0,296.82,163.83,429.09
0.952,800,745.0,299.77,161.63,439.07
0.962,800,745.0,306.89,169.51,440.48
0.972,800,745.0,287.95,162.03,419.64
0.982,800,745.0,298.32,161.2,423.92
0.992,800,745.0,295.2,156.38,423.23
1.002,800,745.0,290.04,156.66,424.79
1.012,800,745.0,290.26,152.68,427.32
1.022,800,745.0,297.11,162.89,434.47
1.032,800,745.0,292.98,159.81,438.78
1.042,800,745.0,299.33,162.5,435.35
1.052,800,745.0,299.34,159.13,431.99
1.062,800,745.0,296.35,158.42,429.24
1.072,800,745.0,290.37,159.61,425.49
1.082,800,745.0,298.85,161.96,427.32
1.092,800,745.0,293.35,156.14,426.74
1.102,800,745.0,298.36,160.95,426.16
1.112,800,745.0,292.24,163.87,424.54
1.122,800,745.0,296.24,163.0,429.86
1.132,800,745.0,295.87,160.92,427.45
1.142,800,745.0,287.64,161.05,424.92
1.152,800,745.0,294.62,167.28,435.77
1.162,800,745.0,294.31,156.45,422.49
1.172,800,745.0,292.51,162.58,437.09
1.182,800,745.0,298.31,160.18,426.84
1.192,800,745.0,300.26,162.26,436.97
1.202,800,745.0,293.79,157.71,423.9
1.212,800,745.0,295.23,162.23,432.5
1.222,800,745.0,298.87,163.12,431.64
1.232,800,745.0,301.93,161.64,435.93
1.242,800,745.0,297.07,163.88,434.81
1.253,800,745.0,293.89,154.88,429.76
1.263,800,745.0,293.5,156.18,432.57
1.273,800,745.0,290.96,159.96,429.89
1.283,800,745.0,287.94,155.55,421.75
1.293,800,745.0,295.48,164.28,428.4
1.303,800,745.0,287.31,159.8,415.34
1.313,800,745.0,295.74,158.09,428.31
1.323,800,745.0,295.14,160.63,423.86
1.333,800,745.0,298.18,159.33,427.49
1.343,800,745.0,286.71,160.4,424.83
1.353,800,745.0,295.17,162.98,437.97
1.363,800,745.0,298.7,162.41,434.72
1.373,800,745.0,297.78,163.92,428.76
1.383,800,745.0,295.93,164.65,438.1
1.393,800,745.0,298.87,161.37,432.77
1.403,800,745.0,290.44,156.8,428.03
1.413,800,745.0,289.09,162.29,424.2
1.423,800,745.0,303.85,164.64,438.75
1.433,800,745.0,291.87,163.57,424.8
1.443,800,745.0,302.79,163.46,425.85
1.453,800,745.0,291.25,164.04,434.56
1.463,800,745.0,291.25,158.94,433.88
1.473,800,745.0,289.33,158.58,422.8
1.483,800,745.0,300.74,163.23,438.06
1.493,800,745.0,295.21,160.58,429.61
1.503,800,745.0,293.25,160.51,431.47
1.513,800,745.0,292.12,160.85,423.05
1.523,800,745.0,297.75,159.73,430.14
1.533,800,745.0,296.93,162.37,433.25
1.543,800,745.0,296.21,166.1,433.12
1.553,800,745.0,292.68,159.99,420.27
1.563,800,745.0,298.38,165.4,436.74
1.573,800,745.0,296.82,162.72,431.5
1.583,800,745.0,296.77,160.77,428.14
1.593,800,745.0,291.44,160.46,422.49
1.603,800,745.0,297.97,162.34,433.44
1.613,800,745.0,296.55,163.0,427.43
1.623,800,745.0,291.14,158.76,421.94
1.633,800,745.0,295.56,160.45,436.36
1.643,800,745.0,293.01,157.93,423.56
1.653,800,745.0,288.0,161.51,426.11
1.663,800,745.0,299.91,162.32,439.21
1.673,800,745.0,295.71,158.62,421.44
1.683,800,745.0,292.76,161.58,425.77
1.693,800,745.0,295.94,158.82,426.5
1.703,800,745.0,288.09,159.73,426.87
1.713,800,745.0,291.87,157.07,428.62
1.723,800,745.0,291.76,167.77,436.82
1.733,800,745.0,292.89,160.22,427.04
1.743,800,745.0,294.45,161.74,433.11
1.754,800,745.0,292.55,163.17,427.88
1.764,800,745.0,295.12,159.94,427.72
1.774,800,745.0,291.1,158.75,431.02
1.784,800,745.0,292.2,157.94,431.08
1.794,800,745.0,293.11,155.2,420.31
1.804,800,745.0,290.76,161.57,431.49
1.814,800,745.0,290.67,158.13,422.84
1.824,800,745.0,292.06,159.35,426.57
1.834,800,745.0,296.97,161.48,428.18
1.844,800,745.0,297.8,161.69,429.18
1.854,800,745.0,294.53,165.51,437.55
1.864,800,745.0,303.43,164.58,433.15
1.874,800,745.0,293.01,161.7,428.54
1.884,800,745.0,291.26,160.5,430.73
1.894,800,745.0,292.89,158.34,426.64
1.904,800,745.0,297.01,159.51,431.52
1.914,800,745.0,294.95,159.25,428.39
1.924,800,745.0,296.02,163.32,433.09
1.934,800,745.0,299.13,163.02,429.09
1.944,800,745.0,293.17,159.84,425.14
1.954,800,745.0,296.18,161.77,427.16
1.964,800,745.0,290.27,158.09,428.07
1.974,800,745.0,293.29,162.96,425.77
1.984,800,745.0,290.59,162.9,427.67
1.994,800,745.0,298.53,161.65,432.76
2.004,800,745.0,288.9,153.52,424.63
2.014,800,745.0,299.68,164.95,434.61
2.024,800,745.0,290.02,159.26,432.71
2.034,800,745.0,298.97,163.44,431.96
2.044,800,745.0,290.61,162.38,424.53
2.054,800,745.0,300.53,164.92,435.05
2.064,800,745.0,287.35,160.39,417.99
2.074,800,745.0,294.78,153.41,423.0
2.084,800,745.0,300.52,163.93,430.84
2.094,800,745.0,288.74,153.54,421.64
2.104,800,745.0,293.0,160.08,421.06
2.114,800,745.0,296.17,161.55,429.96
2.124,800,745.0,296.7,160.79,432.24
2.134,800,745.0,295.58,161.66,420.05
2.144,800,745.0,293.27,159.99,428.28
2.154,800,745.0,302.08,157.59,436.02
2.164,800,745.0,291.71,158.82,418.36
2.174,800,745.0,291.77,163.0,424.71
2.184,800,745.0,294.26,164.22,424.96
2.194,800,745.0,293.28,163.68,426.3
2.204,800,745.0,296.54,160.2,432.76
2.214,800,745.0,299.76,164.4,436.47
2.224,800,745.0,299.9,162.66,432.91
2.234,800,745.0,291.55,159.47,429.37
2.244,800,745.0,291.27,160.59,434.99
2.255,800,745.0,292.97,162.07,437.01
2.265,800,745.0,291.28,159.72,422.54
2.275,800,745.0,297.89,162.75,430.79
2.285,800,745.0,296.44,160.11,432.05
2.295,800,745.0,289.07,164.4,420.56
2.305,800,745.0,291.77,159.97,425.42
2.315,800,745.0,290.65,159.7,423.31
2.325,800,745.0,297.4,163.8,426.95
2.335,800,745.0,288.64,154.79,416.54
2.345,800,745.0,287.88,154.43,425.45
2.355,800,745.0,297.08,161.75,429.46
2.365,800,745.0,294.66,161.44,429.33
2.375,800,745.0,288.62,161.28,422.34
2.385,800,745.0,294.46,160.66,431.53
2.395,800,745.0,296.99,161.03,433.72
2.405,800,745.0,296.52,154.56,422.58
2.415,800,745.0,288.42,159.86,419.26
2.425,800,745.0,300.9,162.19,434.52
2.435,800,745.0,294.53,159.42,429.96
2.445,800,745.0,296.97,163.39,432.15
2.455,800,745.0,292.23,157.15,423.01
2.465,800,745.0,295.83,160.45,427.42
2.475,800,745.0,299.27,156.96,434.57
2.485,800,745.0,294.71,161.82,430.54
2.495,800,745.0,295.56,159.55,424.84
2.505,800,745.0,290.55,161.85,421.03
2.515,800,745.0,297.61,164.39,432.13
2.525,800,745.0,293.28,163.35,435.35
2.535,800,745.0,296.06,157.32,433.2
2.545,800,745.0,290.78,161.38,417.55
2.555,800,745.0,293.17,162.08,428.11
2.565,800,745.0,300.42,165.12,429.9
2.575,800,745.0,293.53,160.45,430.87
2.585,800,745.0,284.19,163.41,422.6
2.595,800,745.0,296.99,162.11,427.07
2.605,800,745.0,297.27,158.72,429.86
2.615,800,745.0,301.99,164.78,442.37
2.625,800,745.0,299.6,162.02,428.89
2.635,800,745.0,296.59,157.78,435.62
2.645,800,745.0,301.96,159.68,429.72
2.655,800,745.0,290.6,160.49,428.67
2.665,800,745.0,292.5,162.67,427.96
2.675,800,745.0,291.55,158.02,428.89
2.685,800,745.0,292.1,162.95,424.54
2.695,800,745.0,293.85,160.71,436.53
2.705,800,745.0,293.93,158.6,426.62
2.715,800,745.0,294.87,162.06,429.6
2.725,800,745.0,306.01,160.97,440.81
2.735,800,745.0,291.51,157.99,423.74
2.745,800,745.0,287.99,161.74,422.02
2.756,800,745.0,289.83,159.63,421.16
2.766,800,745.0,294.18,165.5,425.82
2.776,800,745.0,296.98,160.61,429.91
2.786,800,745.0,295.58,154.52,431.67
2.796,800,745.0,296.74,162.49,432.72
2.806,800,745.0,293.15,157.82,425.16
2.816,800,745.0,295.66,160.02,436.37
2.826,800,745.0,292.85,155.89,421.25
2.836,800,745.0,293.88,158.82,428.42
2.846,800,745.0,297.51,158.57,420.69
2.856,800,745.0,288.97,159.76,420.32
2.866,800,745.0,295.26,161.02,435.95
2.876,800,745.0,293.57,154.81,413.87
2.886,800,745.0,298.16,158.07,436.24
2.896,800,745.0,303.53,164.79,432.31
2.906,800,745.0,294.94,160.87,424.97
2.916,800,745.0,295.15,167.41,431.38
2.926,800,745.0,292.57,161.88,429.18
2.936,800,745.0,287.17,156.12,420.92
2.946,800,745.0,288.93,163.32,426.51
2.956,800,745.0,296.95,160.0,424.02
2.966,800,745.0,290.37,157.32,419.71
2.976,800,745.0,291.72,159.57,427.47
2.986,800,745.0,296.51,167.82,436.39
2.996,800,745.0,298.6,166.02,430.55
3.006,800,745.0,296.03,163.81,431.66
3.016,800,745.0,294.72,157.12,428.73
3.026,800,745.0,297.72,165.49,439.0
3.036,800,745.0,298.73,161.45,425.8
3.046,800,745.0,293.61,162.17,438.22
3.056,800,745.0,289.36,158.55,426.5
3.066,800,745.0,295.5,160.37,433.79
3.076,800,745.0,297.12,158.34,431.91
3.086,800,745.0,295.22,156.71,428.68
3.096,800,745.0,297.33,161.0,425.11
3.106,800,745.0,292.73,155.24,426.96
3.116,800,745.0,293.86,158.83,433.3
3.126,800,745.0,294.51,154.89,428.04
3.136,800,745.0,285.16,158.32,423.4
3.146,800,745.0,298.34,155.4,420.31
3.156,800,745.0,296.12,161.83,428.67
3.166,800,745.0,296.78,157.95,432.03
3.176,800,745.0,294.13,165.85,427.25
3.186,800,745.0,291.47,157.55,428.11
3.196,800,745.0,294.5,156.01,421.03
3.206,800,745.0,289.97,161.02,428.3
3.216,800,745.0,300.49,156.0,435.12
3.226,800,745.0,288.62,156.59,429.18
3.236,800,745.0,293.05,162.33,431.23
3.246,800,745.0,293.55,160.64,426.63
3.257,800,745.0,290.55,158.77,424.95
3.267,800,745.0,289.78,158.7,421.81
3.277,800,745.0,295.55,161.89,423.61
3.287,800,745.0,295.64,156.99,424.82
3.297,800,745.0,299.01,161.64,427.62
3.307,800,745.0,292.13,157.1,426.39
3.317,800,745.0,295.62,161.96,424.85
3.327,800,745.0,295.33,163.99,433.96
3.337,800,745.0,287.29,159.74,426.13
3.347,800,745.0,292.36,158.21,425.42
3.357,800,745.0,291.17,157.86,421.86
3.367,800,745.0,295.46,160.95,434.34
3.377,800,745.0,291.46,156.0,415.04
3.387,800,745.0,303.0,163.01,431.26
3.397,800,745.0,289.57,161.55,415.93
3.407,800,745.0,298.19,162.44,427.01
3.417,800,745.0,296.61,165.17,439.7
3.427,800,745.0,288.54,156.92,429.24
3.437,800,745.0,293.51,158.67,434.53
3.447,800,745.0,297.68,161.55,438.31
3.457,800,745.0,295.76,158.71,423.72
3.467,800,745.0,291.97,167.88,429.09
3.477,800,745.0,296.22,159.21,429.76
3.487,800,745.0,290.93,159.98,423.23
3.497,800,745.0,287.33,153.8,418.29
3.507,800,745.0,294.49,161.99,426.64
3.517,800,745.0,293.46,162.15,430.79
3.527,800,745.0,290.63,156.99,429.41
3.537,800,745.0,291.77,158.64,422.15
3.547,800,745.0,295.23,164.36,427.98
3.557,800,745.0,301.5,163.6,429.6
3.567,800,745.0,293.78,163.45,433.19
3.577,800,745.0,297.45,163.45,428.8
3.587,800,745.0,290.0,161.08,420.97
3.597,800,745.0,291.75,160.92,433.73
3.607,800,745.0,295.66,163.45,422.68
3.617,800,745.0,294.5,157.99,426.18
3.627,800,745.0,294.08,158.74,430.2
3.637,800,745.0,295.78,162.28,425.85
3.647,800,745.0,286.25,158.63,425.54
3.657,800,745.0,289.76,157.21,426.51
3.667,800,745.0,288.05,160.18,425.7
3.677,800,745.0,294.52,159.83,430.04
3.687,800,745.0,286.14,156.31,414.55
3.697,800,745.0,294.27,158.62,428.14
3.707,800,745.0,292.96,161.62,421.84
3.717,800,745.0,298.27,162.85,435.85
3.727,800,745.0,293.17,162.93,432.98
3.737,800,745.0,292.57,159.25,425.26
3.747,800,745.0,293.9,162.12,421.11
3.758,800,745.0,293.04,162.24,430.3
3.768,800,745.0,298.68,163.7,431.63
3.778,800,745.0,298.78,159.99,427.36
3.788,800,745.0,299.44,166.41,431.64
3.798,800,745.0,292.07,162.59,421.75
3.808,800,745.0,292.53,156.35,430.82
3.818,800,745.0,297.44,158.83,421.73
3.828,800,745.0,289.06,157.22,423.53
3.838,800,745.0,297.59,153.98,423.78
3.848,800,745.0,296.59,160.98,428.41
3.858,800,745.0,295.34,160.6,431.32
3.868,800,745.0,290.04,156.11,422.5
3.878,800,745.0,296.97,161.63,427.95
3.888,800,745.0,293.38,153.56,426.95
3.898,800,745.0,297.24,163.64,427.85
3.908,800,745.0,290.44,161.24,427.43
3.918,800,745.0,296.04,160.61,435.84
3.928,800,745.0,290.7,161.15,425.39
3.938,800,745.0,295.47,159.29,421.87
3.948,800,745.0,293.62,158.32,429.82
3.958,800,745.0,296.93,163.3,428.53
3.968,800,745.0,293.98,159.25,431.01
3.978,800,745.0,288.43,160.73,424.09
3.988,800,745.0,292.3,160.46,420.16
3.998,800,745.0,293.25,160.73,425.49
